Pack List,Customer/Outlet,Pickup Location,Order ID,Item,Pack date,Planned Pack,Actual Pack,Unit,Pack Instruction,Assignee,Labor Time (hr)
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"(חסה) רומית
Full-Size",07/11/2022,20,20,hd,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"(חסה) מסולסלת
Full-Size",07/11/2022,20,20,hd,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"סלרי
Full-Size",07/11/2022,8,8,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"מנגולד צרור
Full-Size",07/11/2022,6,6,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"(ירק) עירית שומית
Full-Size",07/11/2022,6,6,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"קייל
Full-Size",07/11/2022,3,3,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"(ירק) פטרוזיליה
Full-Size",07/11/2022,20,20,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,תרד ניוזילנדי,07/11/2022,1,1,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"בייבי - רוקט
Baby Leaf",07/11/2022,4,4,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"בייבי סלק
Baby Leaf Greens",07/11/2022,1,1,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"בייבי מיקס
Full-Size",07/11/2022,8,8,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"בייבי נפרדים
Full-Size",07/11/2022,2,2,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,מלפפון,07/11/2022,6,6,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"שומר
Full-Size",07/11/2022,8,8,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,ארטישוק ירושלמי,07/11/2022,5,5,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"קולרבי
Full-Size",07/11/2022,5,5,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"צנונית
Full-Size",07/11/2022,12,12,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"צנון
Full-Size",07/11/2022,6,6,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"עגבניה שרי
Ripe",07/11/2022,2,2,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"לפת צרור
Full-Size",07/11/2022,8,8,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,חיקמה,07/11/2022,10,10,kg,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#EF09D1,"תבלין - נענע
Full-Size",07/11/2022,4,4,bn,,Nimrod Wald,0
Monday 07/11/2022,Nimrod Wald,חנות הגינה,#61BD48,כורכום,07/11/2022,2,2,kg,,Nimrod Wald,0
Monday 07/11/2022,חנות הגינה ,,,"(ירק) כוסברה
Leaf",07/11/2022,5,5,bn,,Nimrod Wald,0
Monday 07/11/2022,חנות הגינה ,,,"אמרנט - תרד הודי
Baby Leaf",07/11/2022,3,3,cs,,Nimrod Wald,0
Monday 07/11/2022,חנות הגינה ,,,כרישה,07/11/2022,3,3,bn,,Nimrod Wald,0
Monday 07/11/2022,חנות הגינה ,,,"פלפל חריף
Ripe",07/11/2022,1,1,kg,,Nimrod Wald,0
Monday 07/11/2022,חנות הגינה ,,,"עגבניה
Ripe",07/11/2022,20,20,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"(חסה) רומית
Full-Size",03/11/2022,15,15,hd,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"(חסה) חמאה
Full-Size",03/11/2022,6,6,hd,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"(חסה) מסולסלת
Full-Size",03/11/2022,6,6,hd,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"סלרי
Full-Size",03/11/2022,12,12,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"מנגולד צרור
Full-Size",03/11/2022,6,6,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"(ירק) עירית שומית
Full-Size",03/11/2022,6,6,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"גרגר הנחלים
Full-Size",03/11/2022,4,4,cs,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"קייל
Full-Size",03/11/2022,6,6,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"(ירק) פטרוזיליה
Full-Size",03/11/2022,20,20,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"אמרנט - תרד הודי
Baby Leaf",03/11/2022,6,6,cs,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"בייבי - רוקט
Baby Leaf",03/11/2022,4,4,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"בייבי סלק
Baby Leaf Greens",03/11/2022,1,1,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"בייבי מיקס
Full-Size",03/11/2022,8,8,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"בייבי נפרדים
Full-Size",03/11/2022,2,2,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,מלפפון,03/11/2022,5,5,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"שומר
Full-Size",03/11/2022,8,8,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"פלפל חריף
Ripe",03/11/2022,1,1,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"צנון
Full-Size",03/11/2022,4,4,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"עגבניה שרי
Ripe",03/11/2022,1,1,kg,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"לפת צרור
Full-Size",03/11/2022,6,6,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"תבלין - אזוב
Full-Size",03/11/2022,4,4,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,תבלין - לואיזה,03/11/2022,4,4,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,"תבלין - נענע
Full-Size",03/11/2022,4,4,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,תבלין - מרווה,03/11/2022,4,4,bn,,Nimrod Wald,0
Thursday 03/11/2022,Nimrod Wald,חנות הגינה,#930BDE,ריג׳לה,03/11/2022,4,4,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"סלרי
Full-Size",31/10/2022,8,8,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"מנגולד צרור
Full-Size",31/10/2022,6,6,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"(ירק) עירית שומית
Full-Size",31/10/2022,4,4,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"גרגר הנחלים
Full-Size",31/10/2022,4,4,cs,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"(ירק) שמיר
Leaf",31/10/2022,4,4,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"קייל
Full-Size",31/10/2022,6,6,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"(ירק) פטרוזיליה
Full-Size",31/10/2022,10,10,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"אמרנט - תרד הודי
Baby Leaf",31/10/2022,4,4,cs,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"בייבי - רוקט
Baby Leaf",31/10/2022,4,4,kg,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"בייבי סלק
Baby Leaf Greens",31/10/2022,1,1,kg,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"בייבי מיקס
Full-Size",31/10/2022,8,8,kg,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"בייבי נפרדים
Full-Size",31/10/2022,2,2,kg,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"קולרבי
Full-Size",31/10/2022,6,6,kg,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"פלפל חריף
Ripe",31/10/2022,1,1,kg,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"צנונית
Full-Size",31/10/2022,12,12,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"צנון
Full-Size",31/10/2022,6,6,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"עגבניה שרי
Ripe",31/10/2022,1,1,kg,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"עגבניה
Ripe",31/10/2022,1,1,kg,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"לפת
Baby Size",31/10/2022,4,4,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"תבלין - אזוב
Full-Size",31/10/2022,3,3,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,"תבלין - נענע
Full-Size",31/10/2022,3,3,bn,,Nimrod Wald,0
Monday 31/10/2022,Nimrod Wald,חנות הגינה,#DFA76F,ריג׳לה,31/10/2022,4,4,bn,,Nimrod Wald,0
Monday 31/10/2022,חנות הגינה ,,,מלפפון,31/10/2022,2,2,kg,,Nimrod Wald,0
Monday 31/10/2022,חנות הגינה ,,,"לפת צרור
Full-Size",31/10/2022,4,4,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"(חסה) חמאה
Full-Size",27/10/2022,10,10,hd,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"(חסה) מסולסלת
Full-Size",27/10/2022,10,10,hd,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"(חסה) סלנובה
Full-Size",27/10/2022,20,20,cs,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"מנגולד ראש
Full-Size",27/10/2022,6,6,hd,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"(ירק) עירית שומית
Full-Size",27/10/2022,6,6,bn,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"גרגר הנחלים
Full-Size",27/10/2022,5,5,cs,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"(ירק) שמיר
Leaf",27/10/2022,8,8,bn,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"קייל
Full-Size",27/10/2022,6,6,bn,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"(ירק) פטרוזיליה
Full-Size",27/10/2022,20,20,bn,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,תרד ניוזילנדי,27/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"(ירק) בצל ירוק
Full-Size",27/10/2022,10,10,bn,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"בייבי - רוקט
Baby Leaf",27/10/2022,3,3,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"בייבי סלק
Baby Leaf Greens",27/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"בייבי מיקס
Full-Size",27/10/2022,8,8,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"בייבי נפרדים
Full-Size",27/10/2022,4,4,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"שומר
Full-Size",27/10/2022,6,6,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,כרישה,27/10/2022,8,8,bn,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"צנונית
Full-Size",27/10/2022,16,16,bn,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"צנון
Full-Size",27/10/2022,4,4,bn,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"עגבניה שרי
Ripe",27/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"עגבניה
Ripe",27/10/2022,10,10,kg,,Nimrod Wald,0
Thursday 27/10/2022,Nimrod Wald,חנות הגינה,#52A98F,"תבלין - נענע
Full-Size",27/10/2022,4,4,bn,,Nimrod Wald,0
Thursday 27/10/2022,חנות הגינה ,,,"סלרי
Full-Size",27/10/2022,5,5,bn,,Nimrod Wald,0
Thursday 27/10/2022,חנות הגינה ,,,חציל ארוך,27/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 27/10/2022,חנות הגינה ,,,"פלפל
Ripe",27/10/2022,1,1,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"(חסה) מסולסלת
Full-Size",24/10/2022,20,20,hd,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"(חסה) סלנובה
Full-Size",24/10/2022,20,20,cs,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"מנגולד ראש
Full-Size",24/10/2022,4,4,hd,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"(ירק) עירית שומית
Full-Size",24/10/2022,5,5,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"(ירק) כוסברה
Leaf",24/10/2022,1,1,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"גרגר הנחלים
Full-Size",24/10/2022,4,4,cs,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"קייל
Full-Size",24/10/2022,6,6,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"(ירק) פטרוזיליה
Full-Size",24/10/2022,20,20,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"(ירק) בצל ירוק
Full-Size",24/10/2022,10,10,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"בייבי - רוקט
Baby Leaf",24/10/2022,4,4,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"בייבי סלק
Baby Leaf Greens",24/10/2022,2,2,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"בייבי מיקס
Full-Size",24/10/2022,6,6,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"בייבי נפרדים
Full-Size",24/10/2022,2,2,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"קולרבי
Full-Size",24/10/2022,10,10,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,כרישה,24/10/2022,10,10,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"פלפל חריף
Ripe",24/10/2022,1,1,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"צנונית
Full-Size",24/10/2022,12,12,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"צנון
Full-Size",24/10/2022,6,6,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"עגבניה שרי
Ripe",24/10/2022,1,1,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"עגבניה
Ripe",24/10/2022,10,10,kg,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,"תבלין - נענע
Full-Size",24/10/2022,4,4,bn,,Nimrod Wald,0
Monday 24/10/2022,Nimrod Wald,חנות הגינה,#E66297,ריג׳לה,24/10/2022,4,4,bn,,Nimrod Wald,0
Monday 24/10/2022,חנות הגינה ,,,"(חסה) חמאה
Full-Size",24/10/2022,10,10,hd,,Nimrod Wald,0
Monday 24/10/2022,חנות הגינה ,,,"אמרנט - תרד הודי
Baby Leaf",24/10/2022,3,3,cs,,Nimrod Wald,0
Monday 24/10/2022,חנות הגינה ,,,ארטישוק ירושלמי,24/10/2022,5,5,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"(חסה) רומית
Full-Size",20/10/2022,20,20,hd,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"(חסה) סלנובה
Full-Size",20/10/2022,20,20,cs,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"מנגולד ראש
Full-Size",20/10/2022,4,4,hd,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"(ירק) עירית שומית
Full-Size",20/10/2022,3,3,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"גרגר הנחלים
Full-Size",20/10/2022,4,4,cs,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"קייל
Full-Size",20/10/2022,4,4,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"(ירק) פטרוזיליה
Full-Size",20/10/2022,25,25,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,תרד ניוזילנדי,20/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"(ירק) בצל ירוק
Full-Size",20/10/2022,12,12,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"בייבי - רוקט
Baby Leaf",20/10/2022,5,5,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"בייבי סלק
Baby Leaf Greens",20/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"בייבי מיקס
Full-Size",20/10/2022,8,8,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"בייבי נפרדים
Full-Size",20/10/2022,2,2,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"שומר
Full-Size",20/10/2022,5,5,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"פלפל חריף
Ripe",20/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"צנונית
Full-Size",20/10/2022,10,10,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"צנון
Full-Size",20/10/2022,3,3,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"עגבניה שרי
Ripe",20/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,תבלין - לואיזה,20/10/2022,3,3,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,"תבלין - נענע
Full-Size",20/10/2022,4,4,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,ריג׳לה,20/10/2022,4,4,bn,,Nimrod Wald,0
Thursday 20/10/2022,Nimrod חנות הגינה,חנות הגינה,#8FD00F,Jicama,20/10/2022,30,30,kg,,Nimrod Wald,0
Thursday 20/10/2022,חנות הגינה ,,,"(חסה) חמאה
Full-Size",20/10/2022,13,13,hd,,Nimrod Wald,0
Thursday 20/10/2022,חנות הגינה ,,,"(חסה) מסולסלת
Full-Size",20/10/2022,20,20,hd,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"מנגולד ראש
Full-Size",18/10/2022,4,4,hd,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"(ירק) עירית שומית
Full-Size",18/10/2022,6,6,bn,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"גרגר הנחלים
Full-Size",18/10/2022,3,3,cs,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"קייל
Full-Size",18/10/2022,1,1,bn,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"(ירק) פטרוזיליה
Full-Size",18/10/2022,20,20,bn,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,תרד ניוזילנדי,18/10/2022,1,1,kg,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"(ירק) בצל ירוק
Full-Size",18/10/2022,15,15,bn,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"בייבי - רוקט
Baby Leaf",18/10/2022,6,6,kg,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"בייבי מיקס
Full-Size",18/10/2022,7,7,kg,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"בייבי נפרדים
Full-Size",18/10/2022,2,2,kg,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"פלפל חריף
Ripe",18/10/2022,1,1,kg,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"צנונית
Full-Size",18/10/2022,12,12,bn,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"עגבניה שרי
Ripe",18/10/2022,1,1,kg,,Nimrod Wald,0
Tuesday 18/10/2022,Nimrod Wald,סיטונאי,#64E0A8,"תבלין - נענע
Full-Size",18/10/2022,6,6,bn,,Nimrod Wald,0
Tuesday 18/10/2022,b2b ,,,"(חסה) רומית
Full-Size",18/10/2022,30,30,hd,,Nimrod Wald,0
Tuesday 18/10/2022,b2b ,,,"(חסה) סלנובה
Full-Size",18/10/2022,25,25,cs,,Nimrod Wald,0
Tuesday 18/10/2022,b2b ,,,"צנון
Full-Size",18/10/2022,1,1,bn,,Nimrod Wald,0
Tuesday 18/10/2022,b2b ,,,"עגבניה
Ripe",18/10/2022,3,3,kg,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"(חסה) רומית
Full-Size",13/10/2022,25,25,hd,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"(חסה) סלנובה
Full-Size",13/10/2022,20,20,cs,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"(ירק) עירית שומית
Full-Size",13/10/2022,4,4,bn,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"גרגר הנחלים
Full-Size",13/10/2022,3,3,cs,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"קייל
Full-Size",13/10/2022,3,3,bn,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"(ירק) בצל ירוק
Full-Size",13/10/2022,15,15,bn,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"בייבי - רוקט
Baby Leaf",13/10/2022,5,5,kg,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"בייבי סלק
Baby Leaf Greens",13/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"בייבי מיקס
Full-Size",13/10/2022,8,8,kg,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"בייבי נפרדים
Full-Size",13/10/2022,2,2,kg,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,כרישה,13/10/2022,6,6,bn,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"פלפל חריף
Ripe",13/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"צנונית
Full-Size",13/10/2022,12,12,bn,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"עגבניה שרי
Ripe",13/10/2022,1,1,kg,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,"תבלין - נענע
Full-Size",13/10/2022,8,8,bn,,Nimrod Wald,0
Thursday 13/10/2022,חנות הגינה ,,,תבלין - מרווה,13/10/2022,10,10,bn,,Nimrod Wald,0
Tuesday 11/10/2022,nimrod wald,חנות הגינה,#62FB26,"(חסה) רומית
Full-Size",11/10/2022,25,25,hd,,Nimrod Wald,0
Tuesday 11/10/2022,nimrod wald,חנות הגינה,#62FB26,"(חסה) סלנובה
Full-Size",11/10/2022,15,15,cs,,Nimrod Wald,0
Tuesday 11/10/2022,nimrod wald,חנות הגינה,#62FB26,"בזיל
Full-Size",11/10/2022,6,6,cs,,Nimrod Wald,0
